,username,fullname,user_id,tweet_id,tweet_url,timestamp,timestamp_epochs,replies,retweets,likes,is_retweet,retweeter_username,retweeter_userid,retweet_id,text,html
0,bbctamil,BBC News Tamil,23763445,949790646688256001,/bbctamil/status/949790646688256001,2018-01-06 23:51:51,1515282711,0,0,5,0,,,,"விமானத்தில் இருந்த பயணிகள் அனைவரும் மலத்தின் துர்நாற்றம் வீசியதாகக் கூறியதால் தரை இறக்கப்பட்டது.
http://bbc.in/2qxnzqr 
#UnitedAirlines","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ta"">விமானத்தில் இருந்த பயணிகள் அனைவரும் மலத்தின் துர்நாற்றம் வீசியதாகக் கூறியதால் தரை இறக்கப்பட்டது.
<a class=""twitter-timeline-link"" data-expanded-url=""http://bbc.in/2qxnzqr"" dir=""ltr"" href=""https://t.co/A8zqIQdEUZ"" rel=""nofollow noopener"" target=""_blank"" title=""http://bbc.in/2qxnzqr""><span class=""tco-ellipsis""></span><span class=""invisible"">http://</span><span class=""js-display-url"">bbc.in/2qxnzqr</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a>
<a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/UnitedAirlines?src=hash""><s>#</s><b><strong>UnitedAirlines</strong></b></a></p>"
1,dottedlion360,TerriC,42332174,949786782639579141,/dottedlion360/status/949786782639579141,2018-01-06 23:36:29,1515281789,0,0,1,0,,,,"#UnitedAirlines rescheduled flight home then CANCELLED it - TWICE!! Not offering hotel, another flight, or an apology. Now stuck in Tel Aviv for another 3 days!! Unacceptable!! #ShameOnYou!!","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/UnitedAirlines?src=hash""><s>#</s><b><strong>UnitedAirlines</strong></b></a> rescheduled flight home then CANCELLED it - TWICE!! Not offering hotel, another flight, or an apology. Now stuck in Tel Aviv for another 3 days!! Unacceptable!! <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/ShameOnYou?src=hash""><s>#</s><b>ShameOnYou</b></a>!!</p>"
2,dottedlion360,TerriC,42332174,949786426580848640,/dottedlion360/status/949786426580848640,2018-01-06 23:35:04,1515281704,0,0,1,0,,,,"#UnitedAirlines My pastor, his wife (who is battling cancer) and their team is stranded in Tel Aviv due to your mistake! Please fix it!","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/UnitedAirlines?src=hash""><s>#</s><b><strong>UnitedAirlines</strong></b></a> My pastor, his wife (who is battling cancer) and their team is stranded in Tel Aviv due to your mistake! Please fix it!</p>"
3,W3LiveNews,@W3LiveNews,3421383863,949784460257406976,/W3LiveNews/status/949784460257406976,2018-01-06 23:27:16,1515281236,0,0,0,0,,,,Plane diverted after passenger -smears human faeces over toi http://tinyurl.com/y8hgsl67  via @W3LiveNews #Alaska #UnitedAirlines #Anchorage,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Plane diverted after passenger -smears human faeces over toi <a class=""twitter-timeline-link"" data-expanded-url=""http://tinyurl.com/y8hgsl67"" dir=""ltr"" href=""https://t.co/03hcqrzlg7"" rel=""nofollow noopener"" target=""_blank"" title=""http://tinyurl.com/y8hgsl67""><span class=""tco-ellipsis""></span><span class=""invisible"">http://</span><span class=""js-display-url"">tinyurl.com/y8hgsl67</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a> via <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""3421383863"" dir=""ltr"" href=""/W3LiveNews""><s>@</s><b>W3LiveNews</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Alaska?src=hash""><s>#</s><b>Alaska</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/UnitedAirlines?src=hash""><s>#</s><b><strong>UnitedAirlines</strong></b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Anchorage?src=hash""><s>#</s><b>Anchorage</b></a></p>"
4,anne_cullum,Anne Cullum,1611427969,949784257509150722,/anne_cullum/status/949784257509150722,2018-01-06 23:26:27,1515281187,7,8,13,0,,,,"#UnitedAirlines rescheduled flight home then CANCELLED it - TWICE!! Not offering hotel, another flight, or an apology. Now stuck in Tel Aviv for another 3 days!! Unacceptable!! #ShameOnYou!!","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/UnitedAirlines?src=hash""><s>#</s><b><strong>UnitedAirlines</strong></b></a> rescheduled flight home then CANCELLED it - TWICE!! Not offering hotel, another flight, or an apology. Now stuck in Tel Aviv for another 3 days!! Unacceptable!! <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/ShameOnYou?src=hash""><s>#</s><b>ShameOnYou</b></a>!!</p>"
5,HollySanford,Holly Kaplan Sanford,25907542,949781607698886659,/HollySanford/status/949781607698886659,2018-01-06 23:15:56,1515280556,2,4,4,0,,,,"@unitedairlines my pastor and his wife, who is undergoing cancer treatment, are stranded in Tel Aviv. #unitedairlines Time to step up. pic.twitter.com/irUOCGFI8D","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""25166595"" dir=""ltr"" href=""/UnitedAirlines""><s>@</s><b><strong>unitedairlines</strong></b></a> my pastor and his wife, who is undergoing cancer treatment, are stranded in Tel Aviv. <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/unitedairlines?src=hash""><s>#</s><b><strong>unitedairlines</strong></b></a> Time to step up. <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/irUOCGFI8D"">pic.twitter.com/irUOCGFI8D</a></p>"
6,BrazilSFE,Brazil SFE,2956693744,949779381706162176,/BrazilSFE/status/949779381706162176,2018-01-06 23:07:05,1515280025,0,0,0,0,,,,"DÊ LIKE! Compartilhe.
https://goo.gl/8yJgms 
Dark Data: CASE - As Melhores Práticas para a Digitalização de Coleções #Herbárias
 Brazil SFE Tech®

#ADBC #Biodiversidade #CASE #Clientes #DarkData #GartnerInc #iDigBio #MultiOrganismal #NSF #UnitedAirlines pic.twitter.com/R0nxKBUlWy","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""pt"">DÊ LIKE! Compartilhe.
<a class=""twitter-timeline-link"" data-expanded-url=""https://goo.gl/8yJgms"" dir=""ltr"" href=""https://t.co/JEGcZ5tEjx"" rel=""nofollow noopener"" target=""_blank"" title=""https://goo.gl/8yJgms""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">goo.gl/8yJgms</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a>
Dark Data: CASE - As Melhores Práticas para a Digitalização de Coleções <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Herb%C3%A1rias?src=hash""><s>#</s><b>Herbárias</b></a>
<img alt=""✔"" aria-label=""Emoji: Heavy check mark"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/2714.png"" title=""Heavy check mark""/> Brazil SFE Tech®

<a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/ADBC?src=hash""><s>#</s><b>ADBC</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Biodiversidade?src=hash""><s>#</s><b>Biodiversidade</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/CASE?src=hash""><s>#</s><b>CASE</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Clientes?src=hash""><s>#</s><b>Clientes</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/DarkData?src=hash""><s>#</s><b>DarkData</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/GartnerInc?src=hash""><s>#</s><b>GartnerInc</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/iDigBio?src=hash""><s>#</s><b>iDigBio</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/MultiOrganismal?src=hash""><s>#</s><b>MultiOrganismal</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/NSF?src=hash""><s>#</s><b>NSF</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/UnitedAirlines?src=hash""><s>#</s><b><strong>UnitedAirlines</strong></b></a> <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/R0nxKBUlWy"">pic.twitter.com/R0nxKBUlWy</a></p>"
7,GrantDLucas,Grant Lucas,54978258,949778195586408448,/GrantDLucas/status/949778195586408448,2018-01-06 23:02:22,1515279742,0,0,1,0,,,,Wait for it... #UnitedAirlines pic.twitter.com/u7CyhZvqo5,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Wait for it... <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/UnitedAirlines?src=hash""><s>#</s><b><strong>UnitedAirlines</strong></b></a> <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/u7CyhZvqo5"">pic.twitter.com/u7CyhZvqo5</a></p>"
8,Affygility,Dean Calhoun,14620726,949772484676608001,/Affygility/status/949772484676608001,2018-01-06 22:39:40,1515278380,2,0,0,0,,,,W00t! Made @united Global Services this year. Thanks #UnitedAirlines #globalservices #travel #frequentflyer,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">W00t! Made <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""260907612"" dir=""ltr"" href=""/united""><s>@</s><b>united</b></a> Global Services this year. Thanks <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/UnitedAirlines?src=hash""><s>#</s><b><strong>UnitedAirlines</strong></b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/globalservices?src=hash""><s>#</s><b>globalservices</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/travel?src=hash""><s>#</s><b>travel</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/frequentflyer?src=hash""><s>#</s><b>frequentflyer</b></a></p>"
9,ArosaAbel,Abel Rosa,1181137064,949767101761409024,/ArosaAbel/status/949767101761409024,2018-01-06 22:18:17,1515277097,0,0,0,0,,,,@UnitedAirlines most chaotic boarding process in Dulles A4B gates. I feel@sorry for their employees.,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""25166595"" dir=""ltr"" href=""/UnitedAirlines""><s>@</s><b><strong>UnitedAirlines</strong></b></a> most chaotic boarding process in Dulles A4B gates. I feel@sorry for their employees.</p>"
